True Label,Predicted Label,Count
rb_starling,hoopoe,2
se_mesia,bluethroat,2
great_myna,bluethroat,2
crested_lark,great_myna,2
bw_leafbird,scarlet_minivet,2
ft_barbet,bw_leafbird,2
crested_lark,common_myna,2
ft_barbet,common_myna,2
hooded_butcherbird,hill_myna,2
bc_hanging_parrot,spotted_dove,2
bc_hanging_parrot,bw_leafbird,2
bali_myna,bh_bulbul,2
af_bluebird,bw_leafbird,2
zebra_dove,bluethroat,2
zebra_dove,bh_bulbul,2
rb_leiothrix,wr_munia,2
bt_laughingthrush,bluethroat,2
Common_redpoll,bw_leafbird,2
bluethroat,Eurasian_jay,2
vh_sunbird,bluethroat,2
sb_munia,sum_laughingthrush,2
swinhoes_white_eye,scarlet_minivet,2
swinhoes_white_eye,great_myna,2
jap_grosbeak,bluethroat,2
hwamei,scarlet_minivet,2
hwamei,jb_pitta,2
javan_sparrow,bw_leafbird,2
hoopoe,wr_shama,2
oriental_skylark,bluethroat,2
oriental_skylark,hill_myna,2
oriental_skylark,common_myna,2
cc_thrush,Eurasian_jay,2
common_myna,bluethroat,2
bw_leafbird,hill_myna,2
oriental_skylark,bw_leafbird,2
om_robin,scarlet_minivet,2
oh_thrush,hoopoe,2
scarlet_minivet,bluethroat,2
cg_magpie,sum_laughingthrush,2
hooded_butcherbird,bluethroat,2
zebra_finch,jb_pitta,1
zebra_finch,lg_leafbird,1
zebra_dove,bw_leafbird,1
zebra_dove,common_myna,1
zebra_dove,fischers_lovebird,1
zebra_dove,hoopoe,1
zebra_dove,rf_laughingthrush,1
zebra_dove,wr_shama,1
wr_munia,bh_bulbul,1
wr_munia,bw_leafbird,1
wc_laughingthrush,wr_shama,1
wh_munia,bc_hanging_parrot,1
wh_munia,hoopoe,1
vh_sunbird,rb_starling,1
wc_laughingthrush,fischers_lovebird,1
wr_shama,sh_bulbul,1
af_bluebird,bluethroat,1
af_bluebird,hoopoe,1
af_bluebird,sum_laughingthrush,1
bali_myna,bluethroat,1
Eurasian_siskin,hoopoe,1
Eurasian_siskin,oh_thrush,1
Eurasian_siskin,spotted_dove,1
Eurasian_siskin,sum_laughingthrush,1
Eurasian_siskin,wr_shama,1
Eurasian_siskin,yb_tit,1
Eurasian_jay,rf_laughingthrush,1
Eurasian_siskin,Eurasian_jay,1
Eurasian_siskin,bluethroat,1
Eurasian_siskin,bt_laughingthrush,1
Eurasian_siskin,common_myna,1
Eurasian_siskin,fischers_lovebird,1
Common_redpoll,hoopoe,1
Common_redpoll,wc_laughingthrush,1
Eurasian_jay,bw_leafbird,1
Eurasian_jay,common_myna,1
hooded_butcherbird,spotted_dove,1
lb_white_eye,cg_magpie,1
lb_white_eye,wr_munia,1
lb_white_eye,wr_shama,1
lg_leafbird,cg_magpie,1
jp_starling,common_myna,1
jp_starling,rf_laughingthrush,1
lb_white_eye,bc_hanging_parrot,1
jb_pitta,cg_magpie,1
jb_pitta,common_myna,1
jb_pitta,lg_leafbird,1
jb_pitta,om_robin,1
jp_starling,Eurasian_jay,1
javan_sparrow,common_myna,1
javan_sparrow,hill_myna,1
javan_sparrow,lg_leafbird,1
javan_sparrow,rb_leiothrix,1
gf_leafbird,spotted_dove,1
jap_grosbeak,wr_munia,1
hwamei,hoopoe,1
hwamei,sum_laughingthrush,1
jap_grosbeak,fischers_lovebird,1
hoopoe,bw_leafbird,1
hoopoe,hill_myna,1
hoopoe,scarlet_minivet,1
hwamei,cg_magpie,1
hwamei,common_myna,1
hill_myna,rb_leiothrix,1
hill_myna,rf_laughingthrush,1
javan_sparrow,sh_bulbul,1
jb_pitta,bh_bulbul,1
oriental_skylark,fischers_lovebird,1
oriental_skylark,scarlet_minivet,1
oriental_skylark,vh_sunbird,1
rb_leiothrix,bt_laughingthrush,1
om_robin,bluethroat,1
om_robin,fischers_lovebird,1
om_robin,hill_myna,1
om_robin,wr_shama,1
oriental_skylark,Eurasian_jay,1
oh_thrush,lg_leafbird,1
oh_thrush,rf_laughingthrush,1
om_robin,Eurasian_jay,1
om_robin,bh_bulbul,1
lg_leafbird,rf_laughingthrush,1
lg_leafbird,wr_shama,1
common_myna,sum_laughingthrush,1
crested_lark,bc_hanging_parrot,1
great_myna,sum_laughingthrush,1
hill_myna,bh_bulbul,1
hill_myna,common_myna,1
hill_myna,lg_leafbird,1
gg_leafbird,rf_laughingthrush,1
gg_leafbird,zebra_finch,1
great_myna,bh_bulbul,1
great_myna,hill_myna,1
gf_leafbird,zebra_finch,1
gg_leafbird,cg_magpie,1
gg_leafbird,common_myna,1
gg_leafbird,hoopoe,1
gf_leafbird,om_robin,1
oh_thrush,fischers_lovebird,1
rw_bulbul,bc_hanging_parrot,1
rw_bulbul,bh_bulbul,1
rw_bulbul,bluethroat,1
rw_bulbul,bw_leafbird,1
rw_bulbul,common_myna,1
rw_bulbul,scarlet_minivet,1
rubythroat,bh_bulbul,1
rubythroat,common_myna,1
rubythroat,fischers_lovebird,1
rubythroat,hill_myna,1
rb_starling,jb_pitta,1
rb_starling,sum_laughingthrush,1
rb_starling,wr_shama,1
rf_laughingthrush,cg_magpie,1
rf_laughingthrush,scarlet_minivet,1
rb_leiothrix,hill_myna,1
rb_starling,bluethroat,1
bw_leafbird,rf_laughingthrush,1
fischers_lovebird,hoopoe,1
fischers_lovebird,wh_munia,1
fischers_lovebird,wr_shama,1
crested_lark,wr_munia,1
crested_lark,zebra_finch,1
crested_myna,bw_leafbird,1
crested_myna,rf_laughingthrush,1
fischers_lovebird,bc_hanging_parrot,1
crested_lark,bh_bulbul,1
crested_lark,cg_magpie,1
crested_lark,fischers_lovebird,1
crested_lark,ft_barbet,1
common_myna,fischers_lovebird,1
common_myna,jb_pitta,1
common_myna,om_robin,1
rb_starling,hill_myna,1
sh_bulbul,bh_bulbul,1
sh_bulbul,hoopoe,1
se_mesia,common_myna,1
se_mesia,hill_myna,1
se_mesia,oh_thrush,1
se_mesia,rf_laughingthrush,1
se_mesia,scarlet_minivet,1
sb_munia,wr_munia,1
sb_munia,zebra_finch,1
scarlet_minivet,bc_hanging_parrot,1
scarlet_minivet,hill_myna,1
scarlet_minivet,sum_laughingthrush,1
sb_munia,bh_bulbul,1
sb_munia,bw_leafbird,1
sb_munia,hill_myna,1
sb_munia,rf_laughingthrush,1
bc_hanging_parrot,scarlet_minivet,1
cg_magpie,hill_myna,1
cg_magpie,hoopoe,1
cg_magpie,spotted_dove,1
common_myna,bc_hanging_parrot,1
cc_thrush,bh_bulbul,1
cc_thrush,bw_leafbird,1
cc_thrush,fischers_lovebird,1
cg_magpie,bluethroat,1
bw_leafbird,sum_laughingthrush,1
bw_leafbird,zebra_finch,1
cc_laughing,bh_bulbul,1
cc_laughing,bluethroat,1
cc_laughing,common_myna,1
cc_laughing,fischers_lovebird,1
bw_leafbird,bc_hanging_parrot,1
sb_munia,scarlet_minivet,1
vf_nuthatch,hill_myna,1
vf_nuthatch,jb_pitta,1
vf_nuthatch,wr_munia,1
vh_sunbird,bh_bulbul,1
vh_sunbird,common_myna,1
swinhoes_white_eye,hill_myna,1
swinhoes_white_eye,hoopoe,1
swinhoes_white_eye,lg_leafbird,1
swinhoes_white_eye,wr_munia,1
spotted_dove,zebra_finch,1
sum_laughingthrush,scarlet_minivet,1
swinhoes_white_eye,cg_magpie,1
spotted_dove,bt_laughingthrush,1
spotted_dove,fischers_lovebird,1
spotted_dove,hoopoe,1
spotted_dove,jb_pitta,1
bm_leafbird,fischers_lovebird,1
bm_leafbird,om_robin,1
bt_laughingthrush,bc_hanging_parrot,1
bluethroat,fischers_lovebird,1
bluethroat,jb_pitta,1
bluethroat,rb_starling,1
bluethroat,wr_munia,1
bluethroat,wr_shama,1
bluethroat,zebra_finch,1
bc_hanging_parrot,zebra_finch,1
bh_bulbul,hill_myna,1
bluethroat,bh_bulbul,1
bali_myna,hill_myna,1
bali_myna,scarlet_minivet,1
bali_myna,wr_shama,1
bc_hanging_parrot,bluethroat,1
spotted_dove,wr_shama,1
zebra_finch,bh_bulbul,1
zebra_finch,common_myna,1
yb_tit,bluethroat,1
yb_tit,fischers_lovebird,1
wr_shama,fischers_lovebird,1
wr_shama,hill_myna,1
wr_shama,javan_sparrow,1
wr_shama,rf_laughingthrush,1
Common_redpoll,bluethroat,1
Eurasian_jay,hill_myna,1
Common_redpoll,cc_thrush,1
wr_munia,spotted_dove,1
wr_munia,vh_sunbird,1
wr_shama,cg_magpie,1
wh_munia,oh_thrush,1
wh_munia,rubythroat,1
wh_munia,wr_munia,1
wr_munia,Common_redpoll,1
